prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	text_11	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10	score_11
快	快手	应用	1	train	8	快递|单号|查询	快递|查询	快递|查询|单号	快手	快乐|大本营	快|把|我|哥|带走	快递	快递|查|单询	PAD	PAD	PAD	0.099	0.059000000000000004	0.031	0.025	0.017	0.012	0.011000000000000001	0.011000000000000001	0.0	0.0	0.0
快	快|看|漫画	应用	0	train	8	快递|单号|查询	快递|查询	快递|查询|单号	快手	快乐|大本营	快|把|我|哥|带走	快递	快递|查|单询	PAD	PAD	PAD	0.099	0.059000000000000004	0.031	0.025	0.017	0.012	0.011000000000000001	0.011000000000000001	0.0	0.0	0.0
我|真的|好	作文|我|真的|好|想|你|2C|奶奶|600|初二	知道	0	train	10	我|真的|好|想|你	我|真的|好|想|你|歌词	我|真的|好|难过	我|真的|好|累	我|真的|好|累|好|累|的|说说	我|真的|好|想|你|是|什么|歌	我|真的|好|想|再|活|五百|年	我|真的|好|爱|你	我|真的|好|累|图片	我|真的|好|后悔|生|二|胎	PAD	0.46799999999999997	0.105	0.027999999999999997	0.021	0.018000000000000002	0.018000000000000002	0.016	0.015	0.013999999999999999	0.013000000000000001	0.0
观|书|有|感	观|书|有|感	百科	1	train	9	观|书|有|感古诗	观|书|有|感|朱熹|拼音版	观|书|有|感|其二	观|书|有|感|的|意思	观|书|有|感朱熹	观|书|有|感拼音	观|书|有|感|其|一	观|书|有|感|的|诗意	观|书|有|感|朱熹|注音|版	PAD	PAD	0.121	0.031	0.017	0.013999999999999999	0.012	0.01	0.009000000000000001	0.008	0.008	0.0	0.0
快	快|对|作业	应用	0	train	8	快递|单号|查询	快递|查询	快递|查询|单号	快手	快乐|大本营	快|把|我|哥|带走	快递	快递|查|单询	PAD	PAD	PAD	0.099	0.059000000000000004	0.031	0.025	0.017	0.012	0.011000000000000001	0.011000000000000001	0.0	0.0	0.0
快	快|看|漫画	应用	0	train	8	快递|单号|查询	快递|查询	快递|查询|单号	快手	快乐|大本营	快|把|我|哥|带走	快递	快递|查|单询	PAD	PAD	PAD	0.099	0.059000000000000004	0.031	0.025	0.017	0.012	0.011000000000000001	0.011000000000000001	0.0	0.0	0.0
快	快|对|作业	应用	0	train	8	快递|单号|查询	快递|查询	快递|查询|单号	快手	快乐|大本营	快|把|我|哥|带走	快递	快递|查|单询	PAD	PAD	PAD	0.099	0.059000000000000004	0.031	0.025	0.017	0.012	0.011000000000000001	0.011000000000000001	0.0	0.0	0.0
百度|图片	百度|图片	网站	1	train	9	百度|图片|识别	百度|图片|大全	百度|图片|搜索器	百度|图片|识别|搜索	百度|图片|搜索引擎	百度|图片|识别|搜索引擎	百度|图片|翻译	百度|图片|下载	百度|图片|翻译器	PAD	PAD	0.016	0.005	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.0	0.0
读书	读书|小报	百科	0	train	10	读书|小报	读书|笔记	读书|手抄报	读书|笔记|怎么|写	读书|名言	读书|笔记|大全	读书|心得	读书卡	读书|小报|图片|大全	读书|手抄报|图片|大全	PAD	0.1	0.077	0.035	0.035	0.034	0.033	0.017	0.017	0.013000000000000001	0.013000000000000001	0.0
交易	白银|交易|平台	应用	0	train	8	交易猫	交易|猫手|游	交易|猫手游|平台	交易猫|官网	交易虎	交易|平台	交易虎|手游	交易性|金融|资产	PAD	PAD	PAD	0.575	0.064	0.018000000000000002	0.012	0.009000000000000001	0.006	0.006	0.004	0.0	0.0	0.0
快	快|对|作业	应用	0	train	8	快递|单号|查询	快递|查询	快递|查询|单号	快手	快乐|大本营	快|把|我|哥|带走	快递	快递|查|单询	PAD	PAD	PAD	0.099	0.059000000000000004	0.031	0.025	0.017	0.012	0.011000000000000001	0.011000000000000001	0.0	0.0	0.0
快	快|对|作业	应用	0	train	8	快递|单号|查询	快递|查询	快递|查询|单号	快手	快乐|大本营	快|把|我|哥|带走	快递	快递|查|单询	PAD	PAD	PAD	0.099	0.059000000000000004	0.031	0.025	0.017	0.012	0.011000000000000001	0.011000000000000001	0.0	0.0	0.0
水果|蛋糕	奶油|水果|蛋糕|的|做法	菜谱	0	train	10	水果|蛋糕|图片	水果|蛋糕|图片|大全	水果|蛋糕|图片|大全|2018	水果|蛋糕|做法	水果|蛋糕|的|做法	水果|蛋糕|图片|2017|款	水果|蛋糕|图片|大全|大|图	水果|蛋糕|怎么|做	水果|蛋糕|怎么|做|视频	水果|蛋糕|造型	PAD	0.325	0.135	0.062	0.018000000000000002	0.013000000000000001	0.011000000000000001	0.011000000000000001	0.01	0.006999999999999999	0.006	0.0
红	红烧肉|的|做法	菜谱	1	train	9	红烧肉|的|做法	红姨	红楼梦	红烧|茄子	红星|照耀|中国|读书|笔记	红烧|排骨	红烧肉	红旗|h5	红烧|排骨|的|做法	PAD	PAD	0.025	0.008	0.008	0.008	0.008	0.006999999999999999	0.006999999999999999	0.006	0.006	0.0	0.0
爱奇艺	爱奇艺	网站	1	train	10	爱奇艺|下载	爱奇艺|官网	爱奇艺|\|电视剧	爱奇艺|视频	爱奇艺|会员	爱奇艺|\	爱奇艺|app|下载	爱奇艺|会员|账号|免费	爱奇艺	爱奇艺|下截	PAD	0.078	0.047	0.027000000000000003	0.025	0.021	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.009000000000000001	0.006999999999999999	0.0
弄巧	弄巧成拙	百科	1	train	10	弄巧成拙	弄巧成拙|的|意思|是|什么	弄巧成拙|的|意思	弄巧成拙|读音	弄巧|成|缘|米|可|麻	弄巧|成|宠卓凉凉	弄巧成拙|的|拼音	弄巧成拙|的|读音	弄巧|成|拙|打|一生肖	弄巧成拙|是|什么|意思	PAD	0.41600000000000004	0.207	0.109	0.07	0.04	0.02	0.013999999999999999	0.013999999999999999	0.012	0.012	0.0
空腹|能|喝|豆浆|吗	空腹|能|喝|豆浆|吗	健康	1	train	1	空腹|能|喝|豆浆|吗	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1989年|11月	我|1989年|11月|出生|的|算虚|岁|现在|是|多少|岁|的|啊	健康	0	train	0	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
我|的|汤姆猫	我|的|汤姆猫	游戏	1	train	10	我|的|汤姆猫|破解|版	我|的|汤姆|猫|无限|金币版	我|的|汤姆猫|破解|版|下载	我|的|汤姆|猫|下载	我|的|汤姆猫	我|的|汤姆|猫|2	我|的|汤姆|猫|无限|金币	我|的|汤姆|猫|游戏	我|的|汤姆|猫|2018|破|解版	我|的|汤姆猫|破解|版	PAD	0.239	0.073	0.064	0.059000000000000004	0.037000000000000005	0.026000000000000002	0.016	0.012	0.011000000000000001	0.011000000000000001	0.0
picc	PICC	百科	0	train	10	picc|置管	picc|是|什么	picc|置管术	picc|置管|的|护理	picc|是|什么|保险|公司	picc|电话	picc|管	picco	picc|图片	picc|是|什么|保险	PAD	0.16	0.094	0.031	0.02	0.019	0.019	0.008	0.006999999999999999	0.006	0.005	0.0
葫芦	葫芦侠|3|楼	百科	1	train	10	葫芦侠	葫芦侠|三|楼	葫芦侠|3|楼|下载	葫芦侠|3|楼	葫芦侠|下载	葫芦娃	葫芦侠|三|楼|破解|版	葫芦侠|破解|版	葫芦侠	葫芦侠|三|楼|下载	PAD	0.381	0.081	0.07200000000000001	0.05	0.025	0.022000000000000002	0.02	0.016	0.016	0.01	0.0
断奶	断奶	百科	0	train	10	断奶|涨奶|怎么办	断奶|后|多久|才|完全|退奶	断奶|方法	断奶期|涨奶|的|正确|处理	断奶|吃|什么|回奶|最|快	断奶|电视剧	断奶|后|多久|来|月经	断奶|后|如何|恢复|胸	断奶|后|如何|丰胸	断奶|需要|几|天	PAD	0.133	0.096	0.049	0.037000000000000005	0.021	0.019	0.016	0.012	0.01	0.009000000000000001	0.0
身体|酸软	身体|酸软|无力|该|怎么办	健康	1	train	5	身体|酸软|无力|怎么办	身体|酸软无力	身体|酸软|无力|的|原因	身体|酸软|怎么|回|事	身体|酸软|无力|怎么|回|事	PAD	PAD	PAD	PAD	PAD	PAD	0.359	0.218	0.154	0.141	0.128	0.0	0.0	0.0	0.0	0.0	0.0
翻译	翻译	百科	1	train	10	翻译|在线	翻译器	翻译器|在线	翻译官	翻译|软件	翻译|专业	翻译|在线|英语	翻译|成|中文	翻译|英文	翻译|在线|发音	PAD	0.13699999999999998	0.047	0.009000000000000001	0.008	0.008	0.005	0.003	0.003	0.003	0.003	0.0
校讯通	河南|校讯通	应用	1	train	10	校讯通|怎么|开通	校讯通|怎么|取消	校讯通|登录	校讯通|河南	校讯通|下载	校讯通|app|下载|安装	校讯通|是|什么	校讯通|博客	校讯通|短信|平台|登录	校讯通|登录|手机|版	PAD	0.084	0.069	0.04	0.034	0.026000000000000002	0.022000000000000002	0.017	0.009000000000000001	0.008	0.008	0.0
每日|一|淘	什么|值得|买	应用	0	train	10	每日|一|淘|怎么|赚钱	每日|一|淘|邀请码	每日|一|淘|怎么样	每日|一|淘|app	每日|一|淘|骗局	每日|一|淘|是|什么|平台	每日|一|淘|官网	每日|一|淘|是|什么	每日|一|淘|骗人	每日|一淘拉人|头	PAD	0.10300000000000001	0.061	0.047	0.037000000000000005	0.037000000000000005	0.026000000000000002	0.026000000000000002	0.024	0.018000000000000002	0.013000000000000001	0.0
江苏省|肿	江苏省|肿瘤|医院|治疗|恶性|淋巴瘤|好|吗	健康	0	train	10	江苏省|肿瘤|医院	江苏省|肿瘤|医院|官网	江苏省|肿瘤|医院|地址	江苏省|肿瘤|医院|怎么样	江苏省|肿瘤|医院|妇放科	江苏省|肿瘤|医院|内科	江苏省|肿瘤|医院|挂号	江苏省|肿瘤|医院|排名	江苏省|肿瘤|医院|普外科	江苏省|肿瘤	PAD	0.5589999999999999	0.22399999999999998	0.051	0.040999999999999995	0.024	0.019	0.016	0.016	0.013000000000000001	0.013000000000000001	0.0
湄潭	同程|旅游	应用	0	train	10	湄潭|天气|预报	湄潭县|人民政府|网	湄潭|在线	湄潭县	湄潭|翠芽	湄潭|天气	湄潭|旅游|景点|大全	湄潭|人民政府|网	湄潭县|人民政府|网|公告	湄潭县|人民政府	PAD	0.114	0.065	0.047	0.035	0.031	0.023	0.015	0.013000000000000001	0.012	0.011000000000000001	0.0
火	西瓜|视频|原|头条|视频	应用	0	train	10	火车票|查询	火车票	火影忍者	火星|大|冲	火柴人|绳索|英雄	火车|时刻表	火车票|查询|12306	火山|小|视频	火箭|少女|101	火龙果|的|功效|与|作用	PAD	0.078	0.039	0.021	0.018000000000000002	0.017	0.016	0.013000000000000001	0.009000000000000001	0.009000000000000001	0.009000000000000001	0.0
火	火山|小|视频	应用	1	train	10	火车票|查询	火车票	火影忍者	火星|大|冲	火柴人|绳索|英雄	火车|时刻表	火车票|查询|12306	火山|小|视频	火箭|少女|101	火龙果|的|功效|与|作用	PAD	0.078	0.039	0.021	0.018000000000000002	0.017	0.016	0.013000000000000001	0.009000000000000001	0.009000000000000001	0.009000000000000001	0.0
熊猫|直播	熊猫|直播	应用	1	train	10	熊猫|直播|平台	熊猫|直播|寻求|买|手	熊猫|直播|官网	熊猫|直播|下载	熊猫|直播|仙|某某	熊猫|直播|间	熊猫|直播|网页版	熊猫|直播|怎么|看|回放	熊猫|直播|虚伪	熊猫|直播|贴吧	PAD	0.071	0.015	0.012	0.006999999999999999	0.004	0.004	0.003	0.003	0.002	0.002	0.0
条条|道路	条条|道路|通|罗马	百科	1	train	3	条条|道路|通|罗马|的|意思	条条|道路|通|罗马	条条|道路|通|罗马|的|英文	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.511	0.27699999999999997	0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ip	苹果|中国|官网	网站	1	train	9	iphone9	iphone	ip|地址	iphone8plus	iphone8	ipad	iphone7	ip|地址|查询	iphonexs	PAD	PAD	0.057	0.054000000000000006	0.042	0.027999999999999997	0.024	0.022000000000000002	0.019	0.013999999999999999	0.013999999999999999	0.0	0.0
深圳|地铁	深圳|地铁	应用	0	train	10	深圳|地铁|图	深圳|地铁|线路图	深圳|地铁|线路	深圳|地铁|时间	深圳|地铁|机场站	深圳|地铁|图|高清	深圳|地铁|11|号|线	深圳|地铁|路线图	深圳|地铁|线路|图|高清	深圳|地铁|1|号|线	PAD	0.26	0.155	0.085	0.022000000000000002	0.021	0.017	0.013000000000000001	0.01	0.009000000000000001	0.009000000000000001	0.0
爱|站	爱|站|盘	百科	0	train	10	爱|站|网	爱站网|关键词|挖掘|工具	爱站网|关键词|挖掘	爱|站|查询	爱站网|关键词|搜索	爱站网|关键词	爱站|关键词|挖掘	爱站网|官网	爱站|seo	爱站网|关键词|挖掘工	PAD	0.457	0.185	0.059000000000000004	0.02	0.015	0.013999999999999999	0.012	0.009000000000000001	0.008	0.005	0.0
生甘	生甘草|的|作用|与|功效|是|什么	健康	1	train	10	生甘草	生甘草|的|功效|与|作	生甘草|的|功效|与|作用	生甘草|与|炙甘草|的|区别	生甘草|图片	生甘|草泡|水|喝|的|功效	生甘草|功效	生甘草|和|炙甘草|的|区别	生甘遂|的|功效|与|作用	生甘草|的|功效	PAD	0.326	0.316	0.121	0.07200000000000001	0.032	0.023	0.023	0.019	0.013000000000000001	0.011000000000000001	0.0
韵达	韵达|快递	百科	0	train	10	韵达|快递|单号|查询	韵达|快递|单号|查询|跟踪	韵达|快递	韵达|快递|查询	韵达|快递|查询|单号	韵达|快运|单号|查询|物流	韵达|快递|电话	韵达|快运	韵达|快递|单号|查件	韵达|快递|单号	PAD	0.29100000000000004	0.22399999999999998	0.145	0.049	0.032	0.018000000000000002	0.013999999999999999	0.013999999999999999	0.012	0.01	0.0
煲粥	煲粥	百科	0	train	10	煲|粥|食谱|大全|及|做法	煲粥水|和|米|的|比例	煲粥|大全	煲|粥|食谱|大全	煲粥|用|什么|锅|好	煲粥|要|多久	煲粥|给|宝宝|吃|食谱|大全	煲粥锅	煲粥|技巧	煲粥|放|多少|水	PAD	0.384	0.107	0.08900000000000001	0.052000000000000005	0.05	0.031	0.023	0.023	0.013000000000000001	0.011000000000000001	0.0
窦唯	窦唯	百科	1	train	10	窦唯无地自容|现场|版	窦唯|承认|王|菲|多次|堕胎	窦唯|歌曲	窦唯|年轻|照片	窦唯|王|菲|离婚|原因	窦唯|王|菲	窦唯|现状	窦唯|个人|资料	窦唯|年轻	窦唯无地自容	PAD	0.028999999999999998	0.024	0.018000000000000002	0.013999999999999999	0.013000000000000001	0.013000000000000001	0.008	0.006999999999999999	0.006	0.005	0.0
系统|大	系统|大亨	百科	0	train	6	系统|大|逃杀|不|言|小佛	系统|大|冒险	系统|大全	系统|大师兄|从不|动手	系统|大|逃杀	系统|大排畸	PAD	PAD	PAD	PAD	PAD	0.611	0.16	0.07200000000000001	0.07200000000000001	0.043	0.040999999999999995	0.0	0.0	0.0	0.0	0.0
手足	手足口病	阅读	0	train	10	手足口病	手足口病|初期|症状	手足口病|图片	手足口病|怎么|治疗	手足口	手足口|图片	手足口病|症状	手足口病|症状|图片	手足口病|初期|症状|图片	手足口病|一般|几|天|能|好	PAD	0.247	0.174	0.051	0.05	0.026000000000000002	0.021	0.013999999999999999	0.011000000000000001	0.009000000000000001	0.009000000000000001	0.0
老|北京|布鞋	标王|老|北京|布鞋	百科	0	train	10	老|北京|布鞋|10|大|品牌	老|北京|布鞋|图片	老|北京|布鞋|女	老|北京|布鞋|女|鞋|最|新款	老|北京|布鞋|批发|5|元	老|北京|布鞋|专卖店	老|北京|布鞋|女士|年轻|款	老|北京|布鞋|品牌	老|北京|布鞋店	老|北京|布鞋|女|鞋	PAD	0.099	0.07	0.038	0.033	0.016	0.013000000000000001	0.011000000000000001	0.01	0.009000000000000001	0.009000000000000001	0.0
宝宝|带	宝宝|带|我|混豪门	阅读	0	train	10	宝宝|带|银镯子|好|吗	宝宝|带|什么|辟|邪压|惊	宝宝|带|金|好|还是|银好	宝宝|带|我|混豪门|木愚	宝宝|带|银|手镯|好|不好	宝宝|带|我|混豪门	宝宝|带|玉|好|吗	宝宝|带|金|手镯|好|吗	宝宝|带|金子|好|吗	宝宝|带|什么|可以|辟|邪	PAD	0.153	0.12300000000000001	0.064	0.043	0.032	0.027999999999999997	0.025	0.025	0.022000000000000002	0.022000000000000002	0.0
挂面	素炒|挂面|的|做法	菜谱	0	train	10	挂面|怎么|做|好吃	挂面|的|做法	挂|面|点燃	挂面汤|的|做法	挂面|怎么|煮	挂面|能|点燃|吗	挂面|怎么|做|好吃|又|简单	挂面|怎么|做	挂面汤	挂面|图片	PAD	0.33	0.098	0.038	0.026000000000000002	0.024	0.019	0.018000000000000002	0.012	0.011000000000000001	0.011000000000000001	0.0
舍得|酒	舍得|酒业	百科	1	train	9	舍得|酒业	舍得|酒|价格	舍得|酒业|股票	舍得|酒坊	舍得|酒|价格表	舍得|酒|多少|钱	舍得|酒|图片	舍得|酒业|股|吧	舍得|酒|价格|表大全	PAD	PAD	0.257	0.091	0.039	0.02	0.018000000000000002	0.016	0.015	0.013999999999999999	0.013999999999999999	0.0	0.0
生日|歌	生日|歌	百科	0	train	10	生日|歌|简谱	生日|歌曲	生日|歌|吉他|谱	生日|歌|钢琴谱	生日|歌|英文	生日|歌|吉他|谱|简单|版	生日|歌曲|大全|100|首	生日|歌|歌词	生日|歌曲|大全	生日|歌|简谱|钢琴	PAD	0.213	0.128	0.057999999999999996	0.034	0.027000000000000003	0.022000000000000002	0.02	0.019	0.018000000000000002	0.01	0.0
闪婚|厚爱	闪婚|厚爱|：|误嫁|天价|老公	百科	1	train	10	闪婚|厚爱|误|嫁|天价|老公	闪婚|厚爱|旧时|绵绵	闪婚|厚爱|墨|少|宠妻|成|瘾	闪婚|厚爱|免费|阅读|全文	闪婚|厚爱|错|嫁|天价|老公	闪婚|厚爱|该|嫁|天价|老公	闪婚|厚爱|误|惹|天价|老公	闪婚|厚爱|顾少|宠妻|入骨	闪婚|厚爱|墨|上|宠妻|成|瘾	闪婚|厚爱|简然|秦越|免费	PAD	0.52	0.016	0.011000000000000001	0.009000000000000001	0.008	0.006999999999999999	0.006999999999999999	0.006	0.005	0.005	0.0
旅游	去|哪儿|旅行	应用	0	train	10	旅游|推荐	旅游|景点	旅游|地图	旅游|管理	旅游|管理|专业	旅游|景点|排行	旅游|攻略	旅游|景点|推荐	旅游团|报名	旅游网	PAD	0.069	0.067	0.062	0.039	0.035	0.027999999999999997	0.019	0.018000000000000002	0.015	0.013999999999999999	0.0
爱奇艺	爱奇艺	应用	1	train	10	爱奇艺|下载	爱奇艺|官网	爱奇艺|\|电视剧	爱奇艺|视频	爱奇艺|会员	爱奇艺|\	爱奇艺|app|下载	爱奇艺|会员|账号|免费	爱奇艺	爱奇艺|下截	PAD	0.078	0.047	0.027000000000000003	0.025	0.021	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.009000000000000001	0.006999999999999999	0.0
辣木	辣木籽	百科	1	train	10	辣木籽	辣木籽|的|功效|与|作用	辣木籽|的|功效	辣木子|的|功效|与|作用	辣木籽|怎么|吃|是|正确|的	辣木籽|怎么|吃	辣木籽|功效	辣木子	辣木树	辣木籽|吃|过|后|全家|中毒	PAD	0.252	0.248	0.061	0.026000000000000002	0.024	0.019	0.018000000000000002	0.017	0.013999999999999999	0.013999999999999999	0.0
遇见|未知|的	遇见|未知|的|自己|铃声|)	音乐	0	train	10	遇见|未知|的|自己	遇见|未知|的|自己|全文	遇见|未知|的|自己|读后感	遇见|未知|的|自己|在线|听	遇见|未知|的|自己|电子版	遇见|未知|的|自己|简介	遇见|未知|的|自己|小说	遇见|未知|的|自己|图片	遇见|未知|的|自己|百度|云	遇见|未知|的|自己|txt|下载	PAD	0.662	0.121	0.08199999999999999	0.025	0.017	0.009000000000000001	0.008	0.008	0.008	0.006999999999999999	0.0
绘画|教程	松竹梅|绘画|教程	百科	0	train	10	绘画|教程|初|学者	绘画|教程|视频	绘画|教程|画|动漫|女孩	绘画|教程|大全	绘画|教程|app	绘画|教程|人物|五官|画法	绘画|教程|软件	绘画|教程|教|你|画|动漫	绘画|教程|百度|云	绘画|教程|书	PAD	0.069	0.064	0.032	0.027000000000000003	0.023	0.018000000000000002	0.009000000000000001	0.008	0.008	0.006	0.0
英语|三|级	英语|三级|考试|真|题|分类|解析|与|新题型|预测|强化|训练	阅读	1	train	10	英语|三级|考试|成绩|查询	英语|三|级|成绩|查询|官网	英语|三级|考试	英语|三级|考试|时间	英语|三|级|成绩|查询	英语|三|级|词汇	英语|三|级|多少|分|过	英语|三级|查询	英语|三|级|证书	英语|三|级|是|什么|水平	PAD	0.364	0.075	0.063	0.038	0.035	0.026000000000000002	0.019	0.013000000000000001	0.011000000000000001	0.011000000000000001	0.0
