prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
快	快|对|作业	应用	1	train	8	快递|单|号|查询	快递|查询	快递|查询|单|号	快手	快乐|大本营	快|把|我哥|带走	快递|查|单询	快递	PAD	PAD	0.099	0.059	0.031	0.025	0.017	0.012	0.011	0.011	0.000	0.000
快	快手	应用	1	train	8	快递|单|号|查询	快递|查询	快递|查询|单|号	快手	快乐|大本营	快|把|我哥|带走	快递|查|单询	快递	PAD	PAD	0.099	0.059	0.031	0.025	0.017	0.012	0.011	0.011	0.000	0.000
安阳|师范|学	安阳|师范学院	百科	1	train	10	安阳|师范学院	安阳|师范学院|官网	安阳|师范学院|宿舍	安阳|师范学院|贴|吧	安阳|师范学院|青果|系统	安阳|师范学院|是|几本	安阳|师范学院|宿舍|图片	安阳|师范学院|招生网	安阳|师范学院|怎么样	安阳|师范学院|官网|入口	0.611	0.201	0.023	0.019	0.017	0.008	0.006	0.005	0.004	0.004
学信网	学历|-|直连学|信网	应用	0	train	10	学信网|学历|查询|官网	学信网|登录|入口	学信网|登录	学信网|个人|登录|入口	学信|网查|学历	学信网|四级	学信网|学历|查询	学信网|官方|登录	学信网|登录|入口|官网	学信|网官|网	0.134	0.083	0.029	0.023	0.012	0.009	0.008	0.008	0.007	0.006
2018|年|放假	2018|年|放假|时间|安排表	经验	0	train	10	2018|年|放假|安排|时间表	2018|年|放假|安排	2018|年|放假|及|调休|安排	2018|年|放假|通知	2018|年|放假|时间	2018|年|放假|安排|与|调休	2018|年|放假|时间表	2018|年|放假|表	2018|年|放假|日历	2018|年|放假|通知|安排表	0.442	0.282	0.060	0.014	0.011	0.008	0.007	0.006	0.004	0.004
快	快|对|作业	应用	1	train	8	快递|单|号|查询	快递|查询	快递|查询|单|号	快手	快乐|大本营	快|把|我哥|带走	快递|查|单询	快递	PAD	PAD	0.099	0.059	0.031	0.025	0.017	0.012	0.011	0.011	0.000	0.000
快	快手	应用	1	train	8	快递|单|号|查询	快递|查询	快递|查询|单|号	快手	快乐|大本营	快|把|我哥|带走	快递|查|单询	快递	PAD	PAD	0.099	0.059	0.031	0.025	0.017	0.012	0.011	0.011	0.000	0.000
汽车	汽车|之|家	应用	0	train	9	汽车|之|家	汽车|之家|2018|最新|报价	汽车|时刻表	汽车票|查询	汽车|标志|大全	汽车|之家|官网	汽车报价|大全	汽车报价	汽车票	PAD	0.168	0.037	0.023	0.021	0.020	0.017	0.016	0.010	0.009	0.000
美团	美团	应用	1	train	10	美团|外卖	美团网	美团|官网	美团|app|下载	美团|外卖|配送	美团|众包	美团|外卖|平台	美团|客服|电话	美团|打车	美团|网页|版	0.098	0.094	0.048	0.011	0.011	0.010	0.010	0.010	0.008	0.008
普洱茶	普洱茶	百科	0	train	10	普洱茶|功效	普洱茶|的|功效|与|作用	普洱茶|致癌|是|肯定|的	普洱茶|的|冲泡|方法	普洱茶|价格	普洱茶|一周|瘦|了|10|斤	普洱茶|烟	普洱茶|的|功效	普洱茶|属于|什么|茶	普洱茶|饼	0.203	0.072	0.044	0.025	0.020	0.014	0.011	0.011	0.010	0.009
抢红包	抢红包	百科	1	train	10	抢红包|神器	抢红包|软件	抢红包|最快|的|软件	抢红包|外挂	抢红包|助手	抢红包|软件|下载	抢红包|神器|下载	抢红包|群	抢红包|挂	抢红包|神器|哪个|最好|用	0.436	0.122	0.029	0.023	0.022	0.021	0.020	0.019	0.018	0.014
岁月|如歌	岁月|如歌	音乐	0	train	10	岁月|如歌|什么|意思	岁月|如歌|小说	岁月|如歌|歌词	岁月|如歌|唯美|句子	岁月|如歌|感念|师恩|作文	岁月|如歌|作文	岁月|如歌|图片	岁月|如歌|的|意思	岁月|如歌|下|一句	岁月|如歌|表达|什么|意思	0.174	0.047	0.046	0.038	0.029	0.021	0.018	0.017	0.016	0.016
学历	学信网|学历|查询方法	经验	0	train	10	学历证明	学历|查询	学历证书	学历|认证	学历|认证|报告	学历|提升	学历证书|查询	学历|认证|报告|怎么弄	学历|文凭	学历|学信网	0.101	0.091	0.048	0.047	0.039	0.028	0.026	0.021	0.020	0.018
智慧	智慧|树官|网	网站	0	train	10	智慧|树	智慧|树|家长|版|下载	智慧|职教	智慧|哈师	智慧|线	智慧|人社	智慧|团建	智慧|e|点通	智慧|树|幼儿园	智慧|交大	0.085	0.037	0.017	0.014	0.013	0.013	0.011	0.011	0.011	0.010
井冈山	井冈山	景点	0	train	10	井冈山|大学	井冈山|在|哪里	井冈山|旅游|攻略	井冈山|天气	井冈山|精神	井冈山|大学|官网	井冈山|大学|是|几本	井冈山|天气预报	井冈山|会师	井冈山|在|哪	0.222	0.040	0.022	0.020	0.016	0.015	0.013	0.012	0.011	0.010
单田芳	单田芳	百科	1	train	10	单田芳|评书|网	单田芳|评书	单田芳|去逝	单田芳|全部|评书	单田芳|评书|大全	单田芳|白眉|大侠	单田芳|评书|大全|完整版	单田芳|评书|白眉|大侠	单田芳|评书|乱世|枭雄	单田芳|评书|在线|收听	0.216	0.063	0.041	0.036	0.027	0.020	0.013	0.011	0.011	0.010
打领带	O型|的|男人|不|打领带	百科	0	train	10	打领带|的|方法|图解	打领带|视频	打领带|教程|只|需|四步	打领带|教程	打领带|视频教程|慢动作	打领带|图解	打领带|的|方法	打领带|方法	打领带|步骤	打领带|的|方法|慢|视频	0.322	0.171	0.081	0.060	0.035	0.026	0.019	0.013	0.011	0.010
江苏省|肿	江苏省|肿瘤医院	健康	1	train	10	江苏省|肿瘤医院	江苏省|肿瘤医院|官网	江苏省|肿瘤医院|地址	江苏省|肿瘤医院|怎么样	江苏省|肿瘤医院|妇放科	江苏省|肿瘤医院|内科	江苏省|肿瘤医院|挂号	江苏省|肿瘤医院|排名	江苏省|肿瘤医院|普外科	江苏省|肿瘤	0.559	0.224	0.051	0.041	0.024	0.019	0.016	0.016	0.013	0.013
比分|直播	体育赛事|比分|直播	百科	0	train	10	比分|直播|500	比分|直播|500|万	比分|直播|188	比分|直播|球探	比分|直播|网	比分|直播|500|万|彩票	比分|直播|新浪	比分|直播|90vs|即时比分	比分|直播|500|完场	比分|直播|球探网|007	0.129	0.037	0.035	0.032	0.011	0.011	0.009	0.007	0.003	0.003
常青藤	常青藤	百科	1	train	10	常青藤|大学	常青藤|的|养殖|方法	常青藤|联盟	常青藤|名校|有|哪些	常青藤|家教网	常青藤|图片	常青藤|幼儿园	常青藤|和|常春藤|的|区别	常青藤|怎么|养	常青藤|爸爸	0.224	0.069	0.029	0.024	0.024	0.021	0.018	0.015	0.011	0.010
火	火山|小视频	应用	1	train	10	火车票|查询	火车票	火影忍者	火星|大冲	火柴|人|绳索|英雄	火车|时刻表	火车票|查询|12306	火龙果|的|功效|与|作用	火箭|少女|101	火山|小视频	0.078	0.039	0.021	0.018	0.017	0.016	0.013	0.009	0.009	0.009
火	西瓜|视频|原|头条|视频	应用	0	train	10	火车票|查询	火车票	火影忍者	火星|大冲	火柴|人|绳索|英雄	火车|时刻表	火车票|查询|12306	火龙果|的|功效|与|作用	火箭|少女|101	火山|小视频	0.078	0.039	0.021	0.018	0.017	0.016	0.013	0.009	0.009	0.009
火	西瓜|视频|原|头条|视频	应用	0	train	10	火车票|查询	火车票	火影忍者	火星|大冲	火柴|人|绳索|英雄	火车|时刻表	火车票|查询|12306	火龙果|的|功效|与|作用	火箭|少女|101	火山|小视频	0.078	0.039	0.021	0.018	0.017	0.016	0.013	0.009	0.009	0.009
炖排骨	炖排骨|的|做法	菜谱	1	train	10	炖排骨|的|做法	炖排骨|的|家常|做法	炖排骨|汤	炖排骨|的|做法|大|全家|常	炖排骨|的|做法|大全	炖排骨|最|简单|做法	炖排骨|汤|的|做法	炖排骨|汤|的|家常|做法	炖排骨|放|什么|调料	炖排骨|百度|百科	0.225	0.167	0.028	0.024	0.022	0.017	0.016	0.013	0.008	0.006
玫瑰花	蜂蜜|玫瑰花|茶|的|做法	菜谱	0	train	10	玫瑰花|图片	玫瑰花|茶	玫瑰花|的|功效	玫瑰花|语	玫瑰花|简笔画	玫瑰花|图片|大全	玫瑰花|怎么|折	玫瑰花|的|折法	玫瑰花|茶|的|功效|与|作用	玫瑰花|折纸	0.108	0.048	0.043	0.033	0.028	0.027	0.026	0.026	0.026	0.021
朝	朝歌	百科	1	train	10	朝歌	朝花夕拾|读后感	朝花夕拾	朝鲜	朝阳|警事	朝代|顺序	朝花夕拾|读书笔记	朝歌|电视剧	朝代|歌	朝阳	0.034	0.032	0.029	0.021	0.016	0.012	0.011	0.011	0.009	0.008
智联|招聘	智联|招聘	百科	0	train	10	智联|招聘网	智联|招聘网|最新|招聘	智联|招聘|官方网	智联|招聘|企业|登录	智联|招聘|登陆|首页	智联|招聘|官网	智联|招聘|招聘网	智联|招聘|官网|首页	智联|招聘|郑州	智联|招聘|企业|登录|入口	0.196	0.024	0.018	0.014	0.006	0.003	0.002	0.002	0.001	0.001
作	作业|帮|家长|版	应用	0	train	9	作业|帮	作文	作文|大全|400|字	作文|大全	作业|帮|免费|下载	作业|帮	作文题目	作业|盒子	作文|素材	PAD	0.141	0.084	0.033	0.032	0.025	0.013	0.013	0.011	0.009	0.000
邓世	邓世昌	阅读	0	train	10	邓世昌	邓世昌|甲午战争	邓世昌|的|英雄事迹	邓世昌|简介	邓世昌|甲午战争|电影	邓世昌|后人|今何在	邓世佳	邓世昌|的|后人	邓世昌|简介|100|字	邓世鱼	0.620	0.109	0.051	0.041	0.016	0.015	0.015	0.012	0.011	0.011
24|个	24|个|大写字母|和|26|个|小写字母	知道	1	train	10	24|个|韵母	24|个|英语|字母	24|个|英文字母	24|个|笔画|顺序|表	24|个|字母	24|个|比利	24|个|基本|笔画|图片	24|个|韵母|表|图片	24|个|韵母|跟着|学读	24|个|韵母|表	0.080	0.072	0.066	0.050	0.050	0.048	0.029	0.028	0.028	0.019
登	登山|赛车	游戏	1	train	9	登录	登录|新商盟	登山|赛车|破解版	登录|新商盟|卷烟|订货	登|鹳雀楼	登录|界面	登山|赛车	登顶|炼气|师	登入|新|商盟	PAD	0.043	0.035	0.028	0.023	0.020	0.020	0.017	0.015	0.014	0.000
红昭愿	红昭愿|：|陌上|花|开|缓缓|歌	阅读	0	train	10	红昭愿|歌词	红昭愿|简谱	红昭愿|舞蹈|视频	红昭愿|原唱	红昭愿|歌曲	红昭愿|简谱|数字|1234	红昭愿|舞蹈	红昭愿|抄袭	红昭愿|吉他谱	红昭愿|古筝|谱	0.139	0.097	0.071	0.030	0.017	0.015	0.013	0.009	0.009	0.008
老|北京|布鞋	步鑫源|老|北京|布鞋	百科	0	train	10	老|北京|布鞋|10|大|品牌	老|北京|布鞋|图片	老|北京|布鞋|女	老|北京|布鞋|女鞋|最新款	老|北京|布鞋|批发|5|元	老|北京|布鞋|专卖店	老|北京|布鞋|女士|年轻|款	老|北京|布鞋|品牌	老|北京|布鞋|店	老|北京|布鞋|女鞋	0.099	0.070	0.038	0.033	0.016	0.013	0.011	0.010	0.009	0.009
总裁|的|替身	总裁|的|替身|前妻	百科	0	train	10	总裁|的|替身|前妻	总裁|的|替身|新娘	总裁|的|替身|前妻|免	总裁|的|替身|新娘|叶知秋	总裁|的|替身|前妻|百度|云	总裁|的|替身|甜妻	总裁|的|替身|娇妻	总裁|的|替身|前妻|txt	总裁|的|替身|甜妻|第二部	总裁|的|替身|宝贝	0.649	0.121	0.028	0.023	0.017	0.013	0.012	0.011	0.010	0.009
腺	乳腺癌|早期|症状	经验	1	train	10	腺样体|肥大	腺肌症	腺癌	腺肌症|是|什么|病	腺|怎么|读	腺样体|面容	腺样体|肥大|的|原因	腺苷|钴|胺|片	腺肌症|最好|的|治疗	腺癌|能|活多久	0.069	0.048	0.041	0.040	0.028	0.025	0.022	0.020	0.018	0.015
最美|证件	最美|证件照	百科	0	train	9	最美|证件照	最美|证件照|app	最美|证件照|软件|下载	最美|证件照|下载	最美|证件照|app|下载	最美|证件照|图片	最美|证件照|怎么|用	最美|证件照|多少|钱	最美|证件照|照相馆	PAD	0.632	0.095	0.060	0.024	0.024	0.020	0.015	0.012	0.012	0.000
佛甲草	佛甲草|的|作用|和|功效|是|什么	健康	0	train	7	佛甲草|图片	佛甲草|的|功效	佛甲草|怎么|养	佛甲草|的|功效|与|作用	佛甲草|价格	佛甲草|与|垂盆草|的|区别	佛甲草|屋顶|绿化	PAD	PAD	PAD	0.220	0.063	0.048	0.026	0.022	0.017	0.017	0.000	0.000	0.000
库姆	库姆塔格|沙漠研究	百科	1	train	4	库姆塔格|沙漠	库姆|隔|触感	库姆斯	库姆|孜	PAD	PAD	PAD	PAD	PAD	PAD	0.580	0.154	0.148	0.118	0.000	0.000	0.000	0.000	0.000	0.000
跑酷	汤姆|猫|跑|酷会|说话|系列	游戏	1	train	10	跑酷|游戏	跑酷|视频	跑酷|游戏|大全	跑酷|老奶奶	跑酷|巨星	跑酷|老奶奶|下载	跑酷|教学|50|个|基本|动作	跑酷|教学	跑酷	跑酷|游戏|大|全免费|下载	0.242	0.060	0.059	0.055	0.034	0.022	0.016	0.013	0.010	0.010
车|之	汽车|之|家	网站	1	train	10	车之家	车之家|报价	车之家|汽车	车之家|官网	车之汇	车之狼	车之家	车之家|下载	车之翼	车之汇|是|传销|吗	0.730	0.117	0.042	0.033	0.008	0.005	0.005	0.003	0.003	0.003
欧阳	欧阳|娜娜	百科	1	train	10	欧阳|娜娜	欧阳靖	欧阳|晴|萧景言	欧阳奋强	欧阳修	欧阳震华	欧阳|夏丹	欧阳|凝	欧阳|妮妮	欧阳|智薇	0.219	0.078	0.021	0.020	0.020	0.016	0.016	0.012	0.011	0.011
遇见|未知|的	遇见|未知|的|自己	阅读	1	train	10	遇见|未知|的|自己	遇见|未知|的|自己|全文	遇见|未知|的|自己|读后感	遇见|未知|的|自己|在线听	遇见|未知|的|自己|电子版	遇见|未知|的|自己|简介	遇见|未知|的|自己|小说	遇见|未知|的|自己|百度|云	遇见|未知|的|自己|图片	遇见|未知|的|自己|txt|下载	0.662	0.121	0.082	0.025	0.017	0.009	0.008	0.008	0.008	0.007
北京|中	北京中医药大学|附属|医院	健康	0	train	10	北京中医药大学	北京中医医院	北京|中医院	北京|中医院|排名	北京中医药大学|官网	北京|中医药	北京中山公园	北京|中关村	北京|中日友好医院	北京|中医院|挂号|预约	0.231	0.103	0.024	0.019	0.015	0.011	0.010	0.010	0.009	0.009
铃声	铃声|抖抖	应用	0	train	10	铃声|多多	铃声|多多|下载	铃声|大全	铃声下载	铃声|多多|免费|下载	铃声|排行榜|2018|前十名	铃声|免费|下载	铃声|多多	铃声|多多|下载安装	铃声|剪辑	0.366	0.125	0.089	0.041	0.024	0.022	0.019	0.016	0.013	0.012
大|智慧	领导|大|智慧	百科	0	train	10	大|智慧|手机|版|官方|下载	大|智慧|股价	大|智慧|手机|炒股	大|智慧|股票	大|智慧|软件	大|智慧|经典|版	大|智慧|手机|版	大|智慧|的|人|为何|傻傻的	大|智慧|下载	大|智慧|股票软件	0.156	0.057	0.053	0.053	0.022	0.021	0.017	0.014	0.013	0.011
内蒙古|民族	内蒙古|民族|大学|医学院	百科	0	train	10	内蒙古|民族|大学	内蒙古|民族|大学|官网	内蒙古|民族|大学|官方网	内蒙古|民族|大学|宿舍	内蒙古|民族|大学|教务|网	内蒙古|民族|大学|是|几本	内蒙古|民族|大学|贴|吧	内蒙古|民族|学院	内蒙古|民族|大学|怎么样	内蒙古|民族|大学|考研	0.593	0.267	0.031	0.018	0.009	0.007	0.007	0.004	0.004	0.003
哺乳期|能|用|化妆品	孕妇|哺乳期|能|用|化妆品|吗	健康	0	train	2	哺乳期|能|用|化妆品|吗	哺乳期|能|用|化妆品|吗	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.865	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
钱|江源	钱|江源|古道	百科	0	train	6	钱|江源|国家森林公园	钱|江源|漂流	钱|江源|在|哪里	钱|江源|景区	钱|江源|森林公园	钱|江源|鱼庄	PAD	PAD	PAD	PAD	0.451	0.111	0.084	0.055	0.034	0.028	0.000	0.000	0.000	0.000
痔疮	痔疮	百科	0	train	10	痔疮|图片	痔疮|怎么|治	痔疮|出血	痔疮|手术	痔疮|怎么办	痔疮|吃|什么|药|好得快	痔疮|的|治疗|方法	痔疮|手术|要|几天|恢复	痔疮膏	痔疮|的|症状|是|怎么样	0.089	0.081	0.032	0.022	0.017	0.014	0.013	0.012	0.011	0.011
韵母	韵母|有|哪些|单|复韵母|有|哪些	经验	0	train	10	韵母|表	韵母|有|哪些	韵母|表|图片	韵母|怎么|读	韵母|表|读法|口诀	韵母|表|24|个|读法|视频	韵母|是|什么	韵母|有|哪些|字母	韵母|有|几个	韵母|表有|哪些	0.421	0.078	0.054	0.007	0.007	0.006	0.005	0.005	0.005	0.004
马蹄莲	白|马蹄莲	百科	0	train	10	马蹄|莲花|语	马蹄莲|图片	马蹄莲|的|养殖|方法	马蹄|莲花|图片	马蹄莲|的|花语	马蹄莲|图片|大全	马蹄|莲花	马蹄莲|什么|时候|开花	马蹄莲|简笔画	马蹄莲|有毒|吗	0.162	0.098	0.079	0.019	0.012	0.012	0.011	0.010	0.009	0.008
隔壁|泰山	隔壁|泰山	音乐	1	train	10	隔壁|泰山|舞蹈|视频	隔壁|泰山|歌词	隔壁|泰山|歌曲	隔壁|泰山|阿里郎	隔壁|泰山|舞蹈|教学	隔壁|泰山|舞蹈|教程	隔壁|泰山|舞蹈	隔壁|泰山|抖音	隔壁|泰山|mv	隔壁|泰山|视频	0.173	0.065	0.034	0.029	0.022	0.021	0.021	0.014	0.010	0.010
卵生	卵生|哺乳动物	百科	1	train	10	卵生|动物	卵生|动物|有|哪些	卵生|哺乳动物	卵生|by|典伊	卵生|动物|的|孵化期	卵生|和|胎生|的|区别	卵生|是|什么|意思	卵生|动物图片	卵生|的|动物|有|哪些	卵生|人	0.282	0.230	0.085	0.079	0.044	0.040	0.029	0.023	0.019	0.017
前列	慢性|前列腺炎|症状	百科	0	train	10	前列腺炎|症状	前列腺炎	前列腺	前列腺炎|什么|症状	前列腺炎|吃|什么|药	前列腺炎|症状|自我|疗法	前列腺|钙化	前列腺炎|怎么|引起|的	前列腺癌	前列腺|怎么|治	0.081	0.077	0.050	0.028	0.027	0.022	0.020	0.020	0.015	0.014
买火	12306|铁路|订票|官网	网站	1	train	9	买|火车票	买|火车票|官网|12306	买|火车票|用|什么|软件|好	买|火车票|怎么|买	买|火车票|产生|多少|能量	买|火柴|的|小女孩|的|故事	买|火车票|软件	买|火车票|的|软件	买|火车票|身份证|待|核验	PAD	0.336	0.185	0.109	0.033	0.030	0.028	0.019	0.010	0.009	0.000
苯甲酸	苯甲酸	百科	1	train	10	苯甲酸钠	苯甲酸钠|是|什么	苯甲酸钠|对|人体|有害|吗	苯甲酸钠|的|危害	苯甲酸|阿格|列汀片	苯甲酸|雌二醇	苯甲酸钠|的|作用	苯甲酸|利|扎曲|普坦片	苯甲酸|苄|酯|搽|剂	苯甲酸|雌二醇|软膏	0.309	0.141	0.054	0.031	0.025	0.021	0.020	0.018	0.013	0.012
井柏然	井柏然	歌手	0	train	9	井柏然|倪妮|分手	井柏然|倪妮	井柏然|微博	井柏然|图片	井柏然|字体	井柏然|说|郑爽|脑子|有病	井柏然|回|怼|粉丝	井柏然|倪妮|疑似|分手	井柏然|的|综艺	PAD	0.094	0.031	0.015	0.010	0.009	0.009	0.009	0.005	0.004	0.000
俯卧撑	俯卧撑|的|正确|做法|图解	经验	1	train	10	俯卧撑|的|正确|做法	俯卧撑|锻炼|哪里|的|肌肉	俯卧撑|的|好处	俯卧撑|的|正确|做法|次数	俯卧撑|视频	俯卧撑|做|一年|效果图	俯卧撑|一天|做|多少|合适	俯卧撑|的|正确|做法|视频	俯卧撑|世界纪录	俯卧撑|怎么|做	0.259	0.083	0.056	0.027	0.027	0.021	0.015	0.013	0.011	0.008
冻干粉	冻干粉	百科	0	train	10	冻干粉|对|皮肤|有|什么|用	冻干粉|怎么|用	冻干粉|副作用|可怕	冻干粉|的|作用	冻干粉|一般|多少|钱|一盒	冻干粉|是|什么	冻干粉|的|危害	冻干粉|对|皮肤|的|副作用	冻干粉|哪个|牌子|好	冻干粉|使用|方法	0.236	0.053	0.047	0.028	0.028	0.027	0.024	0.012	0.007	0.007
华为|商城	华为|商城	应用	0	train	10	华为|商城|官网	华为|商城|官网|手机|版	华为|商城|官网|首页	华为|商城|官方网站	华为|商城|官网|手机	华为|商城|买手机|可靠|吗	华为|商城|首页	华为|商城|app|下载	华为|商城|下载	华为|商城|是|华为|官网|吗	0.188	0.016	0.008	0.005	0.004	0.003	0.003	0.002	0.002	0.001
花斑癣	宝宝|花斑癣	健康	0	train	10	花斑癣|图片	花斑癣|怎么|根治	花斑癣|传染|吗	花斑癣|症状	花斑癣|早期|图片	花斑癣|初期|图片|大全	花斑癣|最佳|治疗|方法	花斑癣|图片|大全	花斑癣|用|什么|药	花斑癣|能|根治|吗	0.171	0.056	0.038	0.037	0.033	0.024	0.015	0.014	0.009	0.008
哈	长城|哈弗	汽车	0	train	10	哈尔滨|天气	哈弗|h6	哈士奇	哈佛|h6	哈尔滨	哈尔滨工业大学	哈利波|特	哈士奇|图片	哈尔滨理工大学	哈尔滨|天气预报	0.024	0.021	0.019	0.017	0.016	0.012	0.010	0.010	0.007	0.007
莴笋|炒肉	莴笋|炒肉|的|做法	菜谱	1	train	7	莴笋|炒肉|的|做法	莴笋|炒|肉丝	莴笋|炒|肉片	莴笋|炒|肉片|的|家常|做法	莴笋|炒肉|的|做法|大全	莴笋|炒肉|图片	莴笋|炒肉|的|家常|做法	PAD	PAD	PAD	0.154	0.064	0.037	0.020	0.010	0.010	0.007	0.000	0.000	0.000
